blades_from_code,catalog_file,coating,code_type,extra_length_mm,form,image_file,image_height_px,image_width_px,material,overall_length_mm,page,product_code,profile_code,shank_diameter_mm,system_code,working_diameter_mm_detected,working_diameter_mm_from_code,x,y,yt_reference
3,CABINET (3).pdf,ac-crystal,numeric,53.3,cylindric radial cutter,,,,,4.0,58,658 204 243 533 045,,2.0,,,4.5,193.91986083984375,738.6638488769531,
3,CABINET (3).pdf,ac-crystal,numeric,54.4,cylindric radial cutter,,,,,4.0,23,658 204 243 544 030,,2.0,,,3.0,434.9962463378906,753.9693298339844,
3,CABINET (3).pdf,ac-crystal,numeric,54.4,cylindric radial cutter,,,,,4.0,23,658 204 243 544 055,,2.0,,,5.5,515.2843933105469,753.9693298339844,
0,CABINET (3).pdf,ac-crystal,numeric,49.0,,,,,,0.0,63,658 300 030 490 050,,3.0,,,5.0,113.8019905090332,758.2127990722656,
0,CABINET (3).pdf,ac-crystal,numeric,49.2,,,,,,0.0,63,658 300 030 492 050,,3.0,,,5.0,113.8019905090332,619.9595031738281,
6,CABINET (3).pdf,ac-crystal,numeric,30.0,,,,,,0.0,64,658 300 036 300 060,,3.0,,,6.0,268.81005859375,741.4518127441406,
6,CABINET (3).pdf,ac-crystal,numeric,50.0,,,,,,0.0,64,658 300 036 500 060,,3.0,,,6.0,112.90609741210938,741.4518127441406,
3,CABINET (3).pdf,ac-crystal,numeric,50.3,cylindric radial cutter,,,,,14.0,59,658 314 243 503 030,,3.0,,3.0,3.0,113.80229949951172,531.9056091308594,
3,CABINET (3).pdf,ac-crystal,numeric,51.3,cylindric radial cutter,,,,,14.0,59,658 314 243 513 030,,3.0,,,3.0,113.80219268798828,323.74269104003906,
3,CABINET (3).pdf,without coating,numeric,52.8,cylindric torus cutter,,,,,14.0,13,800 314 473 528 016,,3.0,,1.6,1.6,113.91479873657227,753.9693298339844,
1,CABINET (3).pdf,without coating,numeric,49.5,,all_catalogs_products/cabinet-3/images/page55_xref779.png,551,824,,4.0,55,803 204 011 495 055,,2.0,,,5.5,228.11036682128906,713.1687927246094,
1,CABINET (3).pdf,without coating,numeric,50.5,,all_catalogs_products/cabinet-3/images/page55_xref779.png,551,824,,4.0,55,803 204 011 505 055,,2.0,,5.5,5.5,113.8023910522461,713.1687927246094,
0,CABINET (3).pdf,without coating,numeric,49.5,,all_catalogs_products/cabinet-3/images/page53_xref750.png,617,550,,4.0,53,803 204 030 495 060,,2.0,,6.0,6.0,314.0888671875,753.9693298339844,
0,CABINET (3).pdf,without coating,numeric,50.1,,,,,,4.0,52,803 204 030 501 060,,2.0,,,6.0,476.067138671875,690.7298278808594,
0,CABINET (3).pdf,without coating,numeric,50.4,,,,,,4.0,57,803 204 030 504 060,,2.0,,,6.0,274.8253479003906,753.9693298339844,
0,CABINET (3).pdf,without coating,numeric,50.5,,all_catalogs_products/cabinet-3/images/page53_xref750.png,617,550,,4.0,53,803 204 030 505 060,,2.0,,6.0,6.0,313.6485595703125,538.5144348144531,
0,CABINET (3).pdf,without coating,numeric,51.1,,,,,,4.0,52,803 204 030 511 060,,2.0,,,6.0,194.0199737548828,690.7298278808594,
0,CABINET (3).pdf,without coating,numeric,51.4,,,,,,4.0,57,803 204 030 514 060,,2.0,,,6.0,274.82525634765625,581.3100280761719,
0,CABINET (3).pdf,without coating,numeric,52.1,,,,,,4.0,52,803 204 030 521 060,,2.0,,,6.0,476.067138671875,406.6397247314453,
3,CABINET (3).pdf,without coating,numeric,49.5,cylindric radial cutter,all_catalogs_products/cabinet-3/images/page53_xref751.png,616,550,,4.0,53,803 204 243 495 030,,2.0,,,3.0,176.3292694091797,753.9693298339844,
3,CABINET (3).pdf,without coating,numeric,49.5,cylindric radial cutter,all_catalogs_products/cabinet-3/images/page53_xref751.png,616,550,,4.0,53,803 204 243 495 040,,2.0,,,4.0,245.2092742919922,753.9693298339844,
3,CABINET (3).pdf,without coating,numeric,50.1,cylindric radial cutter,all_catalogs_products/cabinet-3/images/page52_xref743.png,468,681,,4.0,52,803 204 243 501 040,,2.0,,,4.0,395.779541015625,690.7298278808594,
3,CABINET (3).pdf,without coating,numeric,50.4,cylindric radial cutter,,,,,4.0,57,803 204 243 504 030,,2.0,,3.0,3.0,114.24978637695312,753.9693298339844,
3,CABINET (3).pdf,without coating,numeric,50.4,cylindric radial cutter,,,,,4.0,57,803 204 243 504 040,,2.0,,,4.0,194.5377655029297,753.9693298339844,
3,CABINET (3).pdf,without coating,numeric,50.5,cylindric radial cutter,all_catalogs_products/cabinet-3/images/page53_xref751.png,616,550,,4.0,53,803 204 243 505 030,,2.0,,,3.0,175.8889617919922,538.5144348144531,
3,CABINET (3).pdf,without coating,numeric,50.5,cylindric radial cutter,all_catalogs_products/cabinet-3/images/page53_xref751.png,616,550,,4.0,53,803 204 243 505 040,,2.0,,,4.0,244.7689666748047,538.5144348144531,
3,CABINET (3).pdf,without coating,numeric,51.1,cylindric radial cutter,all_catalogs_products/cabinet-3/images/page52_xref743.png,468,681,,4.0,52,803 204 243 511 040,,2.0,,,4.0,113.73238754272461,690.7298278808594,
3,CABINET (3).pdf,without coating,numeric,51.4,cylindric radial cutter,,,,,4.0,57,803 204 243 514 030,,2.0,,3.0,3.0,114.24970626831055,581.3100280761719,
3,CABINET (3).pdf,without coating,numeric,51.4,cylindric radial cutter,,,,,4.0,57,803 204 243 514 040,,2.0,,,4.0,194.5376739501953,581.3100280761719,
3,CABINET (3).pdf,without coating,numeric,52.1,cylindric radial cutter,all_catalogs_products/cabinet-3/images/page52_xref743.png,468,681,,4.0,52,803 204 243 521 040,,2.0,,,4.0,395.77955627441406,406.6397247314453,
4,CABINET (3).pdf,without coating,numeric,49.5,radial cutter conical,,,,,4.0,53,803 204 304 495 100,,2.0,,,10.0,382.9688720703125,753.9693298339844,
4,CABINET (3).pdf,without coating,numeric,50.4,radial cutter conical,,,,,4.0,57,803 204 304 504 100,,2.0,,,10.0,355.1133728027344,753.9693298339844,
4,CABINET (3).pdf,without coating,numeric,50.5,radial cutter conical,,,,,4.0,53,803 204 304 505 100,,2.0,,,10.0,382.528564453125,538.5144348144531,
4,CABINET (3).pdf,without coating,numeric,51.4,radial cutter conical,,,,,4.0,57,803 204 304 514 100,,2.0,,,10.0,355.11328125,581.3100280761719,
7,CABINET (3).pdf,without coating,numeric,49.5,radial cutter conical,,,,,4.0,54,803 204 377 495 100,,2.0,,,10.0,113.40511322021484,711.4483337402344,
7,CABINET (3).pdf,without coating,numeric,49.5,radial cutter conical,,,,,4.0,54,803 204 377 495 140,,2.0,,,14.0,193.6974639892578,711.4483337402344,
7,CABINET (3).pdf,without coating,numeric,50.4,radial cutter conical,,,,,4.0,56,803 204 377 504 140,,2.0,,,14.0,228.1891632080078,713.1687927246094,
7,CABINET (3).pdf,without coating,numeric,50.5,radial cutter conical,,,,,4.0,54,803 204 377 505 100,,2.0,,,10.0,113.40520858764648,522.8401184082031,
7,CABINET (3).pdf,without coating,numeric,50.5,radial cutter conical,,,,,4.0,54,803 204 377 505 140,,2.0,,,14.0,193.16917419433594,522.8401184082031,
7,CABINET (3).pdf,without coating,numeric,51.4,radial cutter conical,,,,,4.0,56,803 204 377 514 140,,2.0,,,14.0,113.88120651245117,713.1687927246094,
7,CABINET (3).pdf,without coating,numeric,52.4,radial cutter conical,,,,,4.0,56,803 204 377 524 140,,2.0,,,14.0,113.71590042114258,522.8401184082031,
3,CABINET (3).pdf,without coating,numeric,49.5,cylindric radial cutter,,,,,14.0,53,803 314 243 495 030,,3.0,,3.0,3.0,107.4453010559082,753.9693298339844,
3,CABINET (3).pdf,without coating,numeric,50.5,cylindric radial cutter,,,,,14.0,53,803 314 243 505 030,,3.0,,3.0,3.0,107.00499725341797,538.5144348144531,
2,CABINET (3).pdf,without coating,numeric,52.4,cylindric radial cutter,,,,,4.0,50,806 104 242 524 023,,1.0,,2.3,2.3,114.4133071899414,753.9693298339844,
2,CABINET (3).pdf,without coating,numeric,52.4,cylindric radial cutter,,,,,4.0,50,806 104 242 524 027,,1.0,,,2.7,194.70531463623047,753.9693298339844,
2,CABINET (3).pdf,without coating,numeric,52.4,cylindric radial cutter,,,,,4.0,50,806 104 242 524 031,,1.0,,,3.1,274.9972686767578,753.9693298339844,
2,CABINET (3).pdf,without coating,numeric,52.4,cylindric radial cutter,,,,,4.0,50,806 104 242 524 035,,1.0,,,3.5,355.2852478027344,753.9693298339844,
2,CABINET (3).pdf,without coating,numeric,52.4,cylindric radial cutter,,,,,4.0,50,806 104 242 524 040,,1.0,,,4.0,435.5732421875,753.9693298339844,
2,CABINET (3).pdf,without coating,numeric,52.4,cylindric radial cutter,,,,,4.0,50,806 104 242 524 050,,1.0,,,5.0,515.8613739013672,753.9693298339844,
0,CABINET (3).pdf,without coating,numeric,52.4,radial cutter conical,,,,,4.0,73,806 104 350 524 220,,1.0,,,22.0,113.80230712890625,724.8671569824219,
1,CABINET (3).pdf,without coating,numeric,51.4,,,,,,4.0,36,806 204 001 514 018,,2.0,,1.8,1.8,113.49039077758789,278.94020080566406,
1,CABINET (3).pdf,without coating,numeric,51.4,,,,,,4.0,36,806 204 001 514 023,,2.0,,,2.3,274.0663833618164,278.94020080566406,
1,CABINET (3).pdf,without coating,numeric,51.4,,,,,,4.0,36,806 204 001 514 029,,2.0,,,2.9,434.64239501953125,278.94020080566406,
1,CABINET (3).pdf,without coating,numeric,52.4,,,,,,4.0,36,806 204 001 524 018,,2.0,,1.8,1.8,193.77796936035156,278.94020080566406,
1,CABINET (3).pdf,without coating,numeric,52.4,,,,,,4.0,36,806 204 001 524 023,,2.0,,,2.3,354.3539581298828,278.94020080566406,
1,CABINET (3).pdf,without coating,numeric,52.4,,,,,,4.0,36,806 204 001 524 029,,2.0,,,2.9,514.9304656982422,278.94020080566406,
8,CABINET (3).pdf,without coating,numeric,52.4,,,,,,4.0,36,806 204 068 524 040,,2.0,,4.0,4.0,113.49010467529297,443.54090881347656,
8,CABINET (3).pdf,without coating,numeric,52.4,,,,,,4.0,36,806 204 068 524 050,,2.0,,,5.0,193.778076171875,443.54090881347656,
6,CABINET (3).pdf,without coating,numeric,50.4,cutter cylindric blunt-edged,,,,,4.0,36,806 204 166 504 016,,2.0,,,1.6,274.07007598876953,443.54090881347656,
6,CABINET (3).pdf,without coating,numeric,51.4,cutter cylindric blunt-edged,,,,,4.0,36,806 204 166 514 016,,2.0,,,1.6,354.3625030517578,443.54090881347656,
6,CABINET (3).pdf,without coating,numeric,52.4,cutter cylindric blunt-edged,,,,,4.0,36,806 204 166 524 016,,2.0,,,1.6,434.6504821777344,443.54090881347656,
9,CABINET (3).pdf,without coating,numeric,50.4,cylindric radial cutter,,,,,4.0,36,806 204 249 504 012,,2.0,,1.2,1.2,113.49041366577148,607.9231262207031,
9,CABINET (3).pdf,without coating,numeric,51.4,cylindric radial cutter,,,,,4.0,36,806 204 249 514 012,,2.0,,,1.2,193.78240966796875,607.9231262207031,
9,CABINET (3).pdf,without coating,numeric,52.4,cylindric radial cutter,,,,,4.0,36,806 204 249 524 012,,2.0,,1.2,1.2,274.0699768066406,607.9231262207031,
0,CABINET (3).pdf,without coating,numeric,50.4,cylindric radial cutter,,,,,4.0,36,806 204 250 504 012,,2.0,,,1.2,354.3583526611328,607.9231262207031,
0,CABINET (3).pdf,without coating,numeric,51.4,cylindric radial cutter,,,,,4.0,36,806 204 250 514 012,,2.0,,1.2,1.2,434.65040588378906,607.9231262207031,
0,CABINET (3).pdf,without coating,numeric,52.4,cylindric radial cutter,,,,,4.0,36,806 204 250 524 012,,2.0,,,1.2,514.9384002685547,607.9231262207031,
7,CABINET (3).pdf,without coating,numeric,50.4,cylindric radial cutter,,,,,4.0,36,806 204 257 504 023,,2.0,,2.3,2.3,113.5761947631836,753.9693298339844,
7,CABINET (3).pdf,without coating,numeric,51.4,cylindric radial cutter,,,,,4.0,36,806 204 257 514 023,,2.0,,,2.3,193.86859130859375,753.9693298339844,
8,CABINET (3).pdf,without coating,numeric,50.4,cylindric radial cutter,,,,,4.0,37,806 204 258 504 014,,2.0,,1.4,1.4,113.80239486694336,608.0310363769531,
8,CABINET (3).pdf,without coating,numeric,51.4,cylindric radial cutter,,,,,4.0,37,806 204 258 514 014,,2.0,,1.4,1.4,113.80228424072266,753.8904113769531,
9,CABINET (3).pdf,without coating,numeric,50.4,cylindric radial cutter,,,,,4.0,37,806 204 259 504 014,,2.0,,,1.4,194.0903778076172,608.0310363769531,
9,CABINET (3).pdf,without coating,numeric,51.4,cylindric radial cutter,,,,,4.0,37,806 204 259 514 014,,2.0,,,1.4,194.09027862548828,753.8904113769531,
7,CABINET (3).pdf,without coating,numeric,50.4,cylindric radial cutter,,,,,4.0,37,806 204 267 504 012,,2.0,,,1.2,274.37837982177734,608.0310363769531,
7,CABINET (3).pdf,without coating,numeric,51.4,cylindric radial cutter,,,,,4.0,37,806 204 267 514 012,,2.0,,,1.2,274.37828063964844,753.8904113769531,
8,CABINET (3).pdf,without coating,numeric,50.4,cylindric radial cutter,,,,,4.0,37,806 204 268 504 012,,2.0,,,1.2,354.6703643798828,608.0310363769531,
8,CABINET (3).pdf,without coating,numeric,51.4,cylindric radial cutter,,,,,4.0,37,806 204 268 514 012,,2.0,,,1.2,354.67027282714844,753.8904113769531,
7,CABINET (3).pdf,without coating,numeric,50.4,cylindric radial cutter,,,,,4.0,36,806 204 277 504 023,,2.0,,2.3,2.3,274.1565704345703,753.9693298339844,
7,CABINET (3).pdf,without coating,numeric,51.4,cylindric radial cutter,,,,,4.0,36,806 204 277 514 023,,2.0,,,2.3,354.44859313964844,753.9693298339844,
7,CABINET (3).pdf,without coating,numeric,52.4,cylindric radial cutter,,,,,4.0,36,806 204 277 524 023,,2.0,,2.3,2.3,434.73655700683594,753.9693298339844,
1,CABINET (3).pdf,without coating,numeric,52.4,,,,,,13.0,35,806 313 001 524 010,,3.0,,,1.0,113.80229568481445,593.1042175292969,
1,CABINET (3).pdf,without coating,numeric,52.4,,,,,,13.0,35,806 313 001 524 014,,3.0,,,1.4,194.0946807861328,593.1042175292969,
1,CABINET (3).pdf,without coating,numeric,52.4,,,,,,13.0,35,806 313 001 524 018,,3.0,,,1.8,274.3862762451172,593.1042175292969,
6,CABINET (3).pdf,without coating,numeric,52.4,cutter cylindric blunt-edged,,,,,13.0,35,806 313 156 524 010,,3.0,,,1.0,354.67784118652344,593.1042175292969,
6,CABINET (3).pdf,without coating,numeric,52.4,cutter cylindric blunt-edged,,,,,13.0,35,806 313 156 524 012,,3.0,,,1.2,434.9658508300781,593.1042175292969,
5,CABINET (3).pdf,without coating,numeric,52.4,cutter cylindric blunt-edged,,,,,13.0,35,806 313 165 524 012,,3.0,,,1.2,515.2538452148438,593.1042175292969,
8,CABINET (3).pdf,without coating,numeric,52.4,cutter cylindric blunt-edged,,,,,13.0,35,806 313 198 524 016,,3.0,,,1.6,113.80231094360352,753.9693298339844,
7,CABINET (3).pdf,without coating,numeric,52.4,cylindric radial cutter,,,,,13.0,35,806 313 237 524 010,,3.0,,,1.0,194.09387969970703,753.9693298339844,
9,CABINET (3).pdf,without coating,numeric,52.4,cylindric radial cutter,,,,,13.0,35,806 313 239 524 014,,3.0,,,1.4,274.3858642578125,753.9693298339844,
9,CABINET (3).pdf,without coating,numeric,52.4,cylindric radial cutter,,,,,13.0,35,806 313 249 524 012,,3.0,,,1.2,354.67425537109375,753.9693298339844,
9,CABINET (3).pdf,without coating,numeric,52.4,cylindric radial cutter,,,,,13.0,35,806 313 289 524 012,,3.0,,,1.2,515.2447662353516,753.9693298339844,
9,CABINET (3).pdf,without coating,numeric,54.4,cutter cylindric blunt-edged,,,,,14.0,14,806 314 139 544 012,,3.0,,1.2,1.2,113.80189895629883,753.9693298339844,
0,CABINET (3).pdf,without coating,numeric,52.6,cutter cylindric blunt-edged,,,,,14.0,14,806 314 140 526 012,,3.0,,1.2,1.2,113.8018913269043,401.3638153076172,
4,CABINET (3).pdf,without coating,numeric,52.6,cutter cylindric blunt-edged,,,,,14.0,14,806 314 194 526 016,,3.0,,1.6,1.6,113.80190658569336,544.8775329589844,
0,CABINET (3).pdf,without coating,numeric,52.4,cylindric radial cutter,,,,,14.0,69,806 314 220 524 014,,3.0,,,1.4,113.80269622802734,725.6188049316406,
0,CABINET (3).pdf,without coating,numeric,53.4,cylindric radial cutter,,,,,14.0,69,806 314 220 534 014,,3.0,,,1.4,194.0902862548828,725.6188049316406,
4,CABINET (3).pdf,without coating,numeric,53.4,cylindric torus cutter,,,,,14.0,69,806 314 494 534 018,,3.0,,,1.8,113.80189895629883,497.87049865722656,
4,CABINET (3).pdf,without coating,numeric,53.4,cylindric torus cutter,,,,,14.0,69,806 314 494 534 019,,3.0,,,1.9,194.09027862548828,497.87049865722656,
4,CABINET (3).pdf,without coating,numeric,53.4,cylindric torus cutter,,,,,14.0,69,806 314 494 534 020,,3.0,,,2.0,274.3778991699219,497.87049865722656,
1,catalog1.pdf,without coating,numeric,16.0,cylindric radial cutter,,,,tungsten carbide,43.0,4,500 343 201 160 010,,3.0,,,1.0,94.94100570678711,148.94830322265625,
1,catalog1.pdf,without coating,numeric,15.0,cylindric radial cutter,,,,tungsten carbide,48.0,5,500 448 201A 150 010,,4.0,,1.0,1.0,449.4555358886719,709.9353332519531,YT401
1,catalog1.pdf,without coating,numeric,20.0,cylindric radial cutter,,,,tungsten carbide,48.0,5,500 448 201A 200 020,,4.0,,2.0,2.0,370.0875549316406,709.9353332519531,YT402
2,catalog1.pdf,without coating,numeric,10.0,cylindric radial cutter,,,,tungsten carbide,48.0,5,500 448 202A 100 006,,4.0,,0.6,0.6,528.8236694335938,709.9353332519531,YT105
4,catalog1.pdf,ac-blue,numeric,12.0,cylindric radial cutter,,,,tungsten carbide,48.0,4,530 648 204 120 020,,6.0,,,2.0,170.2449722290039,552.3603210449219,
4,catalog1.pdf,ac-blue,numeric,12.0,cylindric radial cutter,,,,tungsten carbide,48.0,5,530 648 204A 120 020,,6.0,,,2.0,85.50830459594727,101.48158645629883,
2,catalog1.pdf,ac-fire,numeric,4.0,cylindric radial cutter,,,,tungsten carbide,48.0,5,540 448 202A 040 006,,4.0,,0.6,0.6,283.8331604003906,420.3113250732422,
2,catalog1.pdf,ac-fire,numeric,8.0,cylindric radial cutter,,,,tungsten carbide,48.0,5,540 448 202A 080 010,,4.0,,1.0,1.0,204.46515655517578,420.3113250732422,YT202
2,catalog1.pdf,ac-fire,numeric,12.0,cylindric radial cutter,,,,tungsten carbide,48.0,5,540 448 202A 120 020,,4.0,,2.0,2.0,125.09718322753906,420.3113250732422,YT201
2,catalog1.pdf,ac-crystal,numeric,15.0,cylindric radial cutter,,,,tungsten carbide,48.0,5,550 448 202A 150 010,,4.0,,1.0,1.0,205.1737518310547,709.9353332519531,YT108
2,catalog1.pdf,ac-crystal,numeric,20.0,cylindric radial cutter,,,,tungsten carbide,48.0,5,550 448 202A 200 020,,4.0,,2.0,2.0,125.8057746887207,709.9353332519531,YT107
1,CHIRURGIE.pdf,without coating,numeric,25.1,,,,,tungsten carbide,4.0,10,500 104 001 251 027,,1.0,,2.7,2.7,114.59349060058594,372.56849670410156,
1,CHIRURGIE.pdf,without coating,numeric,25.1,,,,,tungsten carbide,4.0,10,500 104 001 251 031,,1.0,,,3.1,194.88145446777344,372.56849670410156,
1,CHIRURGIE.pdf,without coating,numeric,25.1,,,,,tungsten carbide,4.0,10,500 104 001 251 035,,1.0,,,3.5,275.16944885253906,372.56849670410156,
1,CHIRURGIE.pdf,without coating,numeric,25.1,,,,,tungsten carbide,4.0,10,500 104 001 251 040,,1.0,,,4.0,355.4574432373047,372.56849670410156,
1,CHIRURGIE.pdf,without coating,numeric,25.8,,,,,tungsten carbide,4.0,9,500 104 001 258 018,,1.0,,1.8,1.8,108.11268997192383,441.27549743652344,
1,CHIRURGIE.pdf,without coating,numeric,25.8,,,,,tungsten carbide,4.0,9,500 104 001 258 021,,1.0,,,2.1,176.99266052246094,441.27549743652344,
1,CHIRURGIE.pdf,without coating,numeric,25.8,,,,,tungsten carbide,4.0,9,500 104 001 258 023,,1.0,,,2.3,245.87266540527344,441.27549743652344,
1,CHIRURGIE.pdf,without coating,numeric,25.8,,,,,tungsten carbide,4.0,9,500 104 001 258 027,,1.0,,,2.7,314.75267028808594,441.27549743652344,
1,CHIRURGIE.pdf,without coating,numeric,25.8,,,,,tungsten carbide,4.0,9,500 104 001 258 031,,1.0,,,3.1,383.63267517089844,441.27549743652344,
1,CHIRURGIE.pdf,without coating,numeric,25.8,,,,,tungsten carbide,4.0,9,500 104 001 258 035,,1.0,,,3.5,452.51268005371094,441.27549743652344,
1,CHIRURGIE.pdf,without coating,numeric,25.8,,,,,tungsten carbide,4.0,9,500 104 001 258 040,,1.0,,,4.0,521.392822265625,441.27549743652344,
1,CHIRURGIE.pdf,without coating,numeric,29.1,,,,,tungsten carbide,4.0,11,500 104 001 291 010,,1.0,,1.0,1.0,114.21289825439453,391.77882385253906,
1,CHIRURGIE.pdf,without coating,numeric,29.1,,,,,tungsten carbide,4.0,11,500 104 001 291 014,,1.0,,,1.4,194.50086975097656,391.77882385253906,
1,CHIRURGIE.pdf,without coating,numeric,29.1,,,,,tungsten carbide,4.0,11,500 104 001 291 018,,1.0,,,1.8,274.7888641357422,391.77882385253906,
1,CHIRURGIE.pdf,without coating,numeric,29.1,,,,,tungsten carbide,4.0,11,500 104 001 291 023,,1.0,,,2.3,355.0768585205078,391.77882385253906,
1,CHIRURGIE.pdf,without coating,numeric,29.1,,,,,tungsten carbide,4.0,11,500 104 001 291 027,,1.0,,,2.7,435.36485290527344,391.77882385253906,
1,CHIRURGIE.pdf,without coating,numeric,29.1,,,,,tungsten carbide,4.0,11,500 104 001 291 031,,1.0,,,3.1,515.6529693603516,391.77882385253906,
1,CHIRURGIE.pdf,without coating,numeric,29.1,,,,,tungsten carbide,4.0,11,500 104 001 291 035,,1.0,,3.5,3.5,114.21289825439453,589.9125061035156,
1,CHIRURGIE.pdf,without coating,numeric,29.1,,,,,tungsten carbide,4.0,11,500 104 001 291 040,,1.0,,,4.0,194.50086975097656,589.9125061035156,
1,CHIRURGIE.pdf,without coating,numeric,29.1,,,,,tungsten carbide,4.0,11,500 104 001 291 050,,1.0,,,5.0,274.7888641357422,589.9125061035156,
1,CHIRURGIE.pdf,without coating,numeric,29.8,,,,,tungsten carbide,4.0,12,500 104 001 298 023,,1.0,,2.3,2.3,114.21289825439453,385.8301239013672,
1,CHIRURGIE.pdf,without coating,numeric,29.8,,,,,tungsten carbide,4.0,12,500 104 001 298 027,,1.0,,,2.7,194.50086975097656,385.8301239013672,
1,CHIRURGIE.pdf,without coating,numeric,29.8,,,,,tungsten carbide,4.0,12,500 104 001 298 031,,1.0,,,3.1,274.7888641357422,385.8301239013672,
1,CHIRURGIE.pdf,without coating,numeric,29.8,,,,,tungsten carbide,4.0,12,500 104 001 298 035,,1.0,,,3.5,355.0768585205078,385.8301239013672,
1,CHIRURGIE.pdf,without coating,numeric,29.8,,,,,tungsten carbide,4.0,12,500 104 001 298 040,,1.0,,,4.0,435.36485290527344,385.8301239013672,
8,CHIRURGIE.pdf,without coating,numeric,33.8,cutter cylindric blunt-edged,,,,tungsten carbide,4.0,5,500 104 178 338 016,,1.0,,,1.6,113.81599426269531,753.6834411621094,
9,CHIRURGIE.pdf,without coating,numeric,29.5,cutter cylindric blunt-edged,,,,tungsten carbide,4.0,8,500 104 199 295 016,,1.0,,1.6,1.6,114.21289825439453,337.1768035888672,
4,CHIRURGIE.pdf,without coating,numeric,29.7,cylindric radial cutter,,,,tungsten carbide,4.0,6,500 104 254 297 012,,1.0,,,1.2,113.91679382324219,406.9727020263672,
4,CHIRURGIE.pdf,without coating,numeric,29.7,cylindric radial cutter,,,,tungsten carbide,4.0,6,500 104 254 297 016,,1.0,,,1.6,194.2047576904297,406.9727020263672,
4,CHIRURGIE.pdf,without coating,numeric,29.8,cylindric radial cutter,,,,tungsten carbide,4.0,7,500 104 254 298 012,,1.0,,,1.2,113.81599426269531,753.6835021972656,
5,CHIRURGIE.pdf,without coating,numeric,29.8,cylindric radial cutter,,,,tungsten carbide,4.0,7,500 104 255 298 012,,1.0,,1.2,1.2,113.81599426269531,511.2718048095703,
8,CHIRURGIE.pdf,without coating,numeric,29.5,cylindric torus cutter,,,,tungsten carbide,4.0,8,500 104 408 295 016,,1.0,,,1.6,274.7888641357422,337.1768035888672,
8,CHIRURGIE.pdf,without coating,numeric,29.7,cylindric torus cutter,,,,tungsten carbide,4.0,8,500 104 408 297 016,,1.0,,1.6,1.6,274.7888641357422,547.4048156738281,
8,CHIRURGIE.pdf,without coating,numeric,29.8,cylindric torus cutter,,,,tungsten carbide,4.0,8,500 104 408 298 016,,1.0,,,1.6,315.1503448486328,754.3420104980469,
9,CHIRURGIE.pdf,without coating,numeric,29.7,cylindric torus cutter,,,,tungsten carbide,4.0,8,500 104 409 297 021,,1.0,,2.1,2.1,114.21289825439453,547.4048156738281,
9,CHIRURGIE.pdf,without coating,numeric,29.8,cylindric torus cutter,,,,tungsten carbide,4.0,8,500 104 409 298 021,,1.0,,2.1,2.1,108.5096549987793,754.3420104980469,
1,CHIRURGIE.pdf,without coating,numeric,25.8,,,,,tungsten carbide,5.0,9,500 105 001 258 023,,1.0,,2.3,2.3,113.81599426269531,753.9684143066406,
1,CHIRURGIE.pdf,without coating,numeric,25.8,,,,,tungsten carbide,5.0,9,500 105 001 258 027,,1.0,,,2.7,194.1039581298828,753.9684143066406,
1,CHIRURGIE.pdf,without coating,numeric,25.8,,,,,tungsten carbide,5.0,9,500 105 001 258 031,,1.0,,,3.1,274.39195251464844,753.9684143066406,
1,CHIRURGIE.pdf,without coating,numeric,25.8,,,,,tungsten carbide,5.0,9,500 105 001 258 035,,1.0,,,3.5,354.67994689941406,753.9684143066406,
1,CHIRURGIE.pdf,without coating,numeric,25.8,,,,,tungsten carbide,5.0,9,500 105 001 258 040,,1.0,,,4.0,434.9679412841797,753.9684143066406,
1,CHIRURGIE.pdf,without coating,numeric,25.1,,,,,tungsten carbide,5.0,10,500 205 001 251 027,,2.0,,2.7,2.7,113.81599426269531,505.2281951904297,
1,CHIRURGIE.pdf,without coating,numeric,25.1,,,,,tungsten carbide,5.0,10,500 205 001 251 031,,2.0,,,3.1,194.1039581298828,505.2281951904297,
1,CHIRURGIE.pdf,without coating,numeric,25.1,,,,,tungsten carbide,5.0,10,500 205 001 251 035,,2.0,,,3.5,274.39195251464844,505.2281951904297,
1,CHIRURGIE.pdf,without coating,numeric,25.1,,,,,tungsten carbide,5.0,10,500 205 001 251 040,,2.0,,,4.0,354.67994689941406,505.2281951904297,
1,CHIRURGIE.pdf,without coating,numeric,29.1,,,,,tungsten carbide,5.0,11,500 205 001 291 010,,2.0,,,1.0,355.0768585205078,589.9125061035156,
1,CHIRURGIE.pdf,without coating,numeric,29.1,,,,,tungsten carbide,5.0,11,500 205 001 291 014,,2.0,,,1.4,435.36485290527344,589.9125061035156,
1,CHIRURGIE.pdf,without coating,numeric,29.1,,,,,tungsten carbide,5.0,11,500 205 001 291 018,,2.0,,,1.8,515.6529693603516,589.9125061035156,
1,CHIRURGIE.pdf,without coating,numeric,29.1,,,,,tungsten carbide,5.0,11,500 205 001 291 023,,2.0,,2.3,2.3,114.21289825439453,754.0644226074219,
1,CHIRURGIE.pdf,without coating,numeric,29.1,,,,,tungsten carbide,5.0,11,500 205 001 291 027,,2.0,,,2.7,194.50086975097656,754.0644226074219,
1,CHIRURGIE.pdf,without coating,numeric,29.1,,,,,tungsten carbide,5.0,11,500 205 001 291 031,,2.0,,,3.1,274.7888641357422,754.0644226074219,
